id	score
U764124	0.9585334
U66AD35	0.99002737
U9E2F0D	0.9957039
UCCC8BB	0.07647868
UC605EA	0.9760927
UA37C0E	0.9910025
UBBD32C	0.998923
U8964BE	0.017809577
U77705F	0.87907356
U83F521	0.9966518
U7CFD9F	0.09445219
U9DB658	0.026355121
U7F2B8D	0.022536373
UA417BC	0.1750024
U71BA0E	0.07641729
UB37620	0.09054336
U567502	0.04576586
UC4107F	0.17912628
U4AF821	0.15707846
UC18E39	0.043065276
U55213E	0.08831758
UA827B7	0.97036946
U8E3E64	0.0869412
UC9D9D2	0.99656194
UC3647E	0.069931716
U55B8FA	0.95378274
UBEEF0F	0.92909515
U60405F	0.99857306
UCE67CF	0.0559331
UD19AAF	0.031322587
UA2C766	0.02465998
U5FA8ED	0.15620577
U6DFE9C	0.083073534
UCE9062	0.99845874
U590467	0.98686266
UB17B5F	0.97877824
U9BDF54	0.114824116
U5B902A	0.04437939
U7BA2DD	0.9955187
U6E6149	0.99682343
UD2A9B7	0.0966168
U7E05F8	0.98217255
UBBCF79	0.92416805
UCF9D9D	0.4406944
U870A16	0.027503889
U56D341	0.13786998
UD2AFA9	0.92694074
UB87624	0.47279778
U8C749D	0.043768607
U7C6694	0.17140509
U50FB18	0.04858483
UAD99C9	0.9821108
UB72E8F	0.9271848
U944A8F	0.85696965
U77A5C4	0.96694326
UC1BEAF	0.15627275
U66575A	0.37567508
UCC8699	0.13534549
U8F2A5A	0.9115076
U833434	0.099037364
U88E09B	0.0530019
UC80B66	0.06222582
U5894F8	0.0884872
UCBCB17	0.112220116
UC19BD2	0.83254683
U629403	0.039009914
U6F8E64	0.08682826
UD173F3	0.11569258
U6EA4E3	0.9219096
UBAAFDD	0.98588276
U7FF85A	0.9244928
UCD1B8C	0.9719193
UA34BCE	0.7821276
UA98C00	0.9919773
U5FB3B9	0.9931995
UD0E635	0.2579398
U72FEAD	0.12205867
U9E189D	0.23064643
U5F5E08	0.05186964
U86F59A	0.06444773
UD21D35	0.9883801
U8686F3	0.9448502
UB67C2E	0.99313605
U59A988	0.9202657
U711D93	0.99277145
UBB818D	0.98726094
U706B66	0.9763565
UA53934	0.101054356
U5EB83E	0.98946124
UCBDC3C	0.9927456
UBBDA87	0.0068913414
UAFE5E3	0.17552792
U82C4FA	0.9984352
UA62C31	0.011657646
UACAD98	0.9370714
UB2A5C0	0.9840019
UAE1CD6	0.99121195
UD34F30	0.04224947
U8879E3	0.9870853
UBA7ACD	0.011127384
UD0CBCA	0.9860903
UC4BD49	0.99801826
UA653F6	0.95029676
UAF2B66	0.08072547
U5E6102	0.09629437
U7FD5B9	0.93714875
U9D1EB3	0.051896602
U86B00A	0.014696195
U9A7224	0.18667422
UCA88D1	0.9823564
UC81308	0.18201913
UCBE5DE	0.12180334
UAE2F21	0.96766806
U62168A	0.97393554
U55AC09	0.9862655
U6624AD	0.952891
UC51BC4	0.12012436
U81064C	0.26208642
U795E6A	0.98168576
U7BC08D	0.08165469
U908D85	0.043067437
UA4DECB	0.022035172
U682E43	0.23519844
U64C754	0.9915543
UB533BC	0.018119952
U62E8E3	0.97274345
UB95F2F	0.08022281
U6AFFC7	0.4358616
UCD12C8	0.96138155
U6249C0	0.06516147
UAE0D1F	0.07374696
UC8B8B1	0.44373444
U6DF58E	0.98756844
U699625	0.08894483
U912A8D	0.3316263
UB064BF	0.07315062
UB9DED9	0.95169306
U58E085	0.07970501
UA94595	0.11536303
U6506F6	0.12706864
U855500	0.08833891
UB0942A	0.12072223
U69768E	0.9844118
U77DF41	0.08000905
UAF2D3B	0.7679707
U9F1035	0.08878553
U722AB0	0.82342845
U7541E4	0.9876494
UA983F7	0.17630695
UA19983	0.9820435
U5CD085	0.1562341
U757AC9	0.99504906
U9691E3	0.06274525
UC9FB67	0.99569345
U8EA5FF	0.03167156
UABDE99	0.9697949
UA95304	0.98089427
U9058F5	0.99664706
UC5B880	0.09540544
UA39A22	0.024100268
U7CFBF1	0.9134082
UB955D0	0.012724224
U7730D4	0.29649577
UABF3EF	0.050624117
U8A21B4	0.076423
U81FEA0	0.25927338
U6CC906	0.613077
UB1812C	0.6074935
UCE9776	0.16220064
UB6B883	0.0072436705
U8122C6	0.7934138
UBC2888	0.9628127
U8149A8	0.978754
U8F80A4	0.08248378
U5A7AE2	0.039012425
U8EE342	0.061272264
U58D932	0.93952864
UB9D610	0.04027569
U5E07CE	0.06426287
U5F8765	0.017065726
U75CC76	0.9953992
UB9852B	0.9633565
U823994	0.9955896
UABA7A1	0.98099893
U73D0C2	0.014039112
UAE6E1D	0.16460979
U58A18F	0.011913276
UB3EA00	0.9636677
U8EEBA0	0.00084400235
UB589B4	0.2932285
UBA17B3	0.9927331
UB49364	0.06533704
UA9F314	0.016974907
U629C9C	0.06404902
UAA52C8	0.97446424
U5E2FCA	0.1119901
UD0A021	0.2221538
UA399C4	0.96468574
U9EF083	0.026735581
UB3FF64	0.95702505
UC26B6F	0.030451069
U5EC568	0.1497855
U974823	0.19713487
UC91C61	0.99764305
U962D8E	0.9945322
U787257	0.9914119
UA15F3A	0.34546542
U78AFC0	0.13385156
UD24F12	0.9454246
U68D71F	0.20924632
UC75036	0.7397832
U72166D	0.9789509
U57B9A4	0.10084751
UB65455	0.98756135
U70EBFD	0.9983102
U7DFD14	0.03900927
U8EE5CB	0.946924
UBB4828	0.49582276
U9BEAE6	0.9851205
UD085B2	0.017721161
U9F6D6F	0.9441085
UAAC2CC	0.99328387
U65B3FF	0.33842117
U681A2C	0.24841532
U637FC4	0.21195035
U8ACE49	0.49962002
U8B14C4	0.040094174
U79E97B	0.9850862
UA56E32	0.0011430586
U5CB771	0.9903696
U78E4A5	0.020461764
U817D62	0.20004907
U6689C6	0.015955266
U6C946F	0.047809396
UB23710	0.8092739
UBDBFBB	0.995789
UC51862	0.06474089
UD2722A	0.053074714
U89D61A	0.11627695
U969809	0.02361567
UB8B262	0.9927884
U980B87	0.10238779
U81D2C2	0.10316834
U64BFB9	0.04444276
U5A470C	0.008187755
UD1E5CF	0.24701425
UB55A01	0.5675798
U69F7E3	0.09204816
U6D23EC	0.23957327
UA98C89	0.14076333
U74E774	0.9719837
UCEE77F	0.99043137
U6C8A10	0.99356586
UA01E99	0.9905487
U9C3650	0.010903808
U8DB9A1	0.99520266
UA53C3B	0.08233993
U73FF98	0.9982002
UB0C3B4	0.16243246
UC2B112	0.98731637
U697715	0.33814287
U54FEBE	0.9961189
UBFDA9D	0.9856494
U566013	0.050410107
U55FB52	0.083127104
U9F503C	0.99164224
UCA5173	0.9945623
UC51612	0.18436204
U6ED302	0.98319757
U9CCE1B	0.9855811
UD16BD5	0.98830754
U52E853	0.99837923
U7842AD	0.9705888
U60E99A	0.906377
U9B6949	0.92785037
U86DC95	0.18046284
U7FC2CE	0.923575
U6307FD	0.013377396
UAA5F47	0.962128
U5A0B98	0.96552616
U7463B8	0.9752212
U720CE6	0.23762655
U6878FC	0.020407906
U7DCD81	0.99328905
U695116	0.2357091
U8B3ECB	0.0986297
UD273F5	0.965063
U67FFC1	0.008598589
UC857D3	0.96451133
UA1F71F	0.26955405
U7C9B6D	0.08721904
UC54394	0.01935461
U68D555	0.98757786
UB931A0	0.99206066
UC4F343	0.81349057
U8F0E61	0.9822782
UB4D937	0.9054904
U97A131	0.0068154186
U7C6DC9	0.98718446
U685EE7	0.36301133
U63F3F8	0.9821285
UC6AB7C	0.9819484
U5DC8AE	0.12498793
UC75E0D	0.9978168
U75185A	0.9840389
U85E44C	0.95304793
UC76E4A	0.017232746
UC3FA60	0.86409396
U772205	0.051570863
U9BC2A5	0.9925108
U595AF0	0.99636465
UA4403B	0.009211171
U5C9E5A	0.9967811
U949F67	0.094147
U6F7FD5	0.028864257
UBEF254	0.2654825
U7C0702	0.97811264
U8732A1	0.9916147
U6E642E	0.93197364
U575CBB	0.5093456
UCD19FF	0.0031393152
U6AEC96	0.98045266
U5733E6	0.07681167
UC29ABC	0.068964966
U54F0F3	0.797936
UB4B0CF	0.9934042
U9F852E	0.010984285
U5B6F0A	0.020446954
UD35456	0.14960817
UCE5A2B	0.13386312
U8890F8	0.04071162
U63FADC	0.5372596
UB5760D	0.87754583
UCBB974	0.13305779
U5C99A5	0.9275038
UBEAA70	0.9965933
U683C18	0.90746635
U57E63C	0.0625708
UCD5276	0.04581823
U80009B	0.99890566
U9074DC	0.96997637
U9EC6AC	0.99724066
UD2F223	0.9422114
UBF1047	0.9966614
UA8F961	0.04510713
UC1C0D2	0.9883259
UAC6D03	0.96314645
UCF7B08	0.96997035
U8D79E1	0.95419014
U9365B7	0.031796776
U7ABFE5	0.825778
U56C538	0.09260044
UC0B21B	0.10483283
U6A5B13	0.9962937
UB97CB3	0.99255717
U645C13	0.99338126
U5B2E27	0.0048504155
U60E663	0.008589879
UB92828	0.99133813
UA068AB	0.97678137
UAEB3FD	0.029730767
U9BD7EA	0.9733769
UBB9795	0.29322562
UC57350	0.99730825
UD33C2E	0.08677187
UA1166D	0.35860845
U5D59EA	0.03203405
UB5ECE6	0.0787406
U7F7FC8	0.9915446
U558A85	0.99639374
UBD3CBD	0.13935259
U86C20B	0.031983525
UCBC304	0.034418058
U83B8C4	0.9810111
U5A105E	0.037096072
U985069	0.0127038555
U761F52	0.8893285
U6FAD06	0.98622626
U5CE2F3	0.91897553
UCFF119	0.11880422
UAD46AF	0.98831415
U67519D	0.007243773
U7CE847	0.12005411
U707235	0.37688026
U78703E	0.15389773
U84248A	0.9160455
UCB8A7D	0.989618
UC1EECC	0.9908818
UC24824	0.021899896
U9C8BBA	0.0022749915
U90A5D1	0.9879134
U796461	0.9954261
U6AD170	0.93545943
U6F480F	0.9224718
UB6E252	0.9943843
U8B9DE9	0.85687524
UD22A50	0.045272358
UC203A0	0.039477468
U69FBCB	0.9506387
UC9A70E	0.16144778
U857927	0.08781053
U789C59	0.97726566
U5D3C46	0.98117363
UC06EC4	0.9925862
U69EB42	0.15029985
UA6FAAF	0.36408472
U586781	0.02260639
U9CFCD8	0.9928389
UCC3624	0.058675554
U66B482	0.037812307
U80C200	0.12458735
U72EDBC	0.9905573
UB1F988	0.9056375
U5FF56C	0.20866245
UD05329	0.9634808
U9A64F6	0.98512244
U97F86F	0.9878373
U859160	0.9578083
U6CD5BB	0.019123232
UA6162F	0.063012935
UAD0EC0	0.998221
U8FE234	0.9869816
U726FD3	0.9866824
U826A40	0.9924313
UD0B07B	0.043815155
U923246	0.018112743
U590392	0.12459819
U882159	0.9913812
UAE74BC	0.21366216
UA95529	0.9195987
U6D072C	0.9247911
U736808	0.9938538
U6FF677	0.94088143
U7305E7	0.783637
UAB539E	0.98442394
U6B0F1B	0.18944228
UD15C80	0.9625426
U629D80	0.049020737
U6FEFE0	0.24055044
U652DA5	0.9294471
U79D3E3	0.05028901
U557D77	0.43553275
UB6E435	0.931886
U6345C7	0.9803623
U701ACB	0.98668516
UB9EBA1	0.9980837
U8F47AE	0.993422
U718698	0.98173183
U802C9E	0.9952898
UB3FA08	0.052944403
U809027	0.99314344
U5C0702	0.9815284
UAC1969	0.8991044
U5F4633	0.93170583
UCF3187	0.14087445
UB15FBB	0.95177966
UC82398	0.9708694
U721DEA	0.99767643
UC1CF72	0.9582336
UC51C5B	0.969826
U6391F1	0.926687
U77DDFB	0.99157447
U6D2C2C	0.9492416
U6342BB	0.14407802
U71EF85	0.99569714
U6409B5	0.9737337
UB246C4	0.5044864
U7C44C2	0.9960135
U855CBF	0.9878115
U8B5203	0.95607865
UCCC783	0.10932488
UC2BDD3	0.98205584
U6EB15D	0.009806927
U8F9DBF	0.10859098
UBA5B80	0.20763293
U8FFE5B	0.9801727
UACABCF	0.95812666
UA8E103	0.07004331
U8AE900	0.96175414
U8630FE	0.20201838
U9FD7F1	0.002615155
UC0D860	0.9616149
U6D3A3D	0.2038305
U862255	0.48061907
UA75E10	0.39123747
U8B51FD	0.68766725
U948947	0.13603309
U6121EB	0.082084544
UA93248	0.3735473
U96FFE0	0.9832493
U74B825	0.9887044
U948915	0.11466855
U9C64A8	0.078065634
U6F9122	0.19195558
U826124	0.021761734
U6DE16B	0.06433491
UB52B90	0.030150466
U88646C	0.9665273
UA71333	0.9609467
UCF62A2	0.14689456
U83BA00	0.08827617
U56CFDB	0.04742069
U5D21A2	0.9544781
UCE2A77	0.9900428
U9D2BA3	0.12115659
U5E0CFD	0.6129869
U7CEA63	0.17686358
UB805BC	0.92882866
U815141	0.98327935
UA7FABD	0.98670095
U8E4E46	0.057963125
U61DA8D	0.9874664
UCABEB8	0.98325264
U7D3910	0.3797285
U9C8640	0.879271
UA76EA8	0.066411555
UB88BA3	0.99519795
UD0D165	0.00055125146
U76CFC6	0.024819192
UB81791	0.09052059
UB35D76	0.17714415
UB62CFA	0.9396067
UB40510	0.87458754
U91BC46	0.50319505
U91ED4D	0.9659254
UC6D845	0.002471111
U625BC9	0.9585393
U8F05E4	0.9246172
U80AFA2	0.0523863
U9D7270	0.97488266
U5C56C9	0.045156136
UCC6C31	0.11204242
U59D6E4	0.030309765
U6345B1	0.98831475
U671F14	0.04372916
U55962B	0.09367043
UA3B280	0.039615493
U7CF181	0.038906116
U71B687	0.24752755
U95581C	0.051437303
UBB56C3	0.9957326
U8A925C	0.043867424
U9836F6	0.9966017
U64DDEB	0.286821
UA4C637	0.9689746
UCE7A95	0.10253605
U9BEF55	0.9909643
U63CC70	0.024445033
U787F9C	0.14545123
U981F9E	0.018899903
U8AA727	0.034588017
U9DF277	0.15559301
U6DA503	0.0453054
U84D41A	0.9764639
UD0A5BF	0.7372274
UBCE1F2	0.2725775
U70591B	0.0694591
U997FB9	0.13546586
U6FDEDF	0.020291789
UB4BA8F	0.5666515
UBFFDCE	0.805072
U675039	0.9808617
U8860CF	0.9649011
UB8900D	0.15588106
U808D0A	0.9559588
U824183	0.983969
U56B563	0.91012436
U76375E	0.026617985
U9C6ABE	0.088436656
UC54C94	0.0962055
U8D10B6	0.27167818
U863771	0.0032578507
U618C14	0.9526049
UA055F0	0.08154306
U5C9E92	0.15126789
U6B7F82	0.061932445
UA0BB8C	0.9473456
U926F5F	0.079863586
UB6402C	0.9328801
UB5BD20	0.21050125
UCB5EE4	0.059495267
U959683	0.07990563
U88E5D8	0.03512617
U5A5786	0.019845948
UAFD9C7	0.07966903
UC4BC91	0.058008954
U58AAC4	0.9445045
U6C67B1	0.025594344
U8FFA36	0.05454981
U8E5CCD	0.1932628
U59949F	0.07484519
UA910E1	0.021750247
U784E28	0.009859217
U567F82	0.23213321
UC15696	0.07765843
UB9FAF1	0.13181111
U7C0FF4	0.089146696
U837665	0.9953328
U7C3947	0.20745444
U87A65A	0.9914829
U79A0B4	0.87446976
U692962	0.2948323
UBCBBD0	0.99986994
U6A4752	0.9987262
U6B18CD	0.08780217
UCEE0D9	0.018746097
UD1C6D5	0.03349343
U66422B	0.043727376
UA1C0F2	0.11918887
U5E0625	0.89987737
UD13042	0.9520605
UB22818	0.11027598
U7B6828	0.99314016
UC7E345	0.57684404
UA8C271	0.13822772
UB42F6B	0.118522994
U695165	0.0616971
UA9F0C7	0.9838223
UA053EF	0.046984036
UBA65DF	0.023040656
UA49089	0.02481716
UB0FC43	0.9990283
U9353D9	0.3379997
U7B7A0A	0.22927326
U8827A3	0.009767171
UC0813B	0.8871584
U7CE1EB	0.2986454
UC5FC49	0.7053457
U912AA7	0.053486947
U52DF29	0.99116814
U9CD6E4	0.9906721
U59AD4B	0.12895347
U758FDB	0.11787011
UBB034D	0.43349117
U84DBC8	0.012971167
U78072B	0.3710066
U7087ED	0.99426854
U92A3CB	0.09446551
UA2088E	0.17493775
UA5C994	0.022361439
U85B45B	0.4252494
U90091F	0.29252735
U8099D0	0.020476542
UB3B924	0.13213062
UA22608	0.01176529
U8EEB00	0.0070135687
UA52691	0.25197393
U9A7C1B	0.0998218
UB726E0	0.018917741
U7A2149	0.35968408
U58100C	0.03505228
U5F90D0	0.01952006
U6F14A8	0.1500487
U852D5C	0.04014609
U6D9853	0.9259693
U9FC3F3	0.16303699
U5F77EF	0.92938465
U84963B	0.043555006
U708300	0.0865238
UC39F3A	0.9844579
U8BD8B6	0.99295723
U72BC10	0.9914833
UB560E6	0.9907828
U86B790	0.60854137
UA57E74	0.11138165
U8DED85	0.061220847
UC97BCD	0.020197725
UA8578B	0.02178331
U96E834	0.8561567
U974478	0.05933362
U62C1AC	0.0762189
U67F479	0.6959694
U9EA985	0.9949905
UCD3EF9	0.97900337
UCC5AD0	0.090901524
U6D1578	0.0809452
U644100	0.041404266
U87894F	0.21490754
U7AEDE8	0.9892769
U93DC43	0.9338878
UD2520E	0.03996462
UABB373	0.99782217
UCEE820	0.98255354
UB4CADF	0.45536542
UBA9E17	0.07434619
U7B74BB	0.09705664
U74EE5F	0.036900304
UB133B4	0.78395647
U990D3F	0.37820944
U819F6D	0.9826402
UAE751F	0.075445674
UC7F4AE	0.0036053585
U57EF8F	0.9778351
U7C0CD6	0.830416
U686731	0.96812505
U77C16A	0.0877816
U8B3368	0.057502415
U768A49	0.9741009
UB36723	0.15485112
U8B8B63	0.19092897
U95E783	0.97537
U9CE61A	0.99585295
U92B3DB	0.026178548
U5543AB	0.105461374
UB3B215	0.19742037
U8C46DF	0.04231636
UA62A31	0.9917779
UB44E67	0.062788844
UBEE00C	0.013971474
U97D857	0.97021323
U643C1F	0.045824673
UCE8DD0	0.81496257
U55A5D8	0.975557
UBB9BEB	0.040536027
UC62544	0.98757404
U5901F6	0.9956456
UA1D142	0.10952255
U61D7EA	0.98897517
UA034FB	0.26135305
UCE8F97	0.22086263
UA3B094	0.97840023
U5EB7E5	0.0006236602
U8D08DA	0.9527785
U562793	0.71346164
U5C587D	0.5644092
U8A85B0	0.002247442
UBD78E8	0.9895387
UC07B37	0.9821295
UA752B5	0.9973666
U8F1FEE	0.014367391
U8ADF07	0.06763303
U5A6BA2	0.99728966
U5BDD87	0.22576392
UC1A6F1	0.92495376
UB55043	0.8984311
UB288A0	0.009300109
U6EB0CF	0.9666441
U566CC1	0.99356407
UC60C07	0.9972921
UA79001	0.054697398
U98C745	0.08166658
U9B0573	0.20735858
U63B6C3	0.0047882567
UB9D4CB	0.8664655
UCC30F5	0.00070254726
UCAD5A6	0.012691224
UBA2B9C	0.11934316
U938252	0.93210524
U93296E	0.9898347
UCEDAA0	0.018557282
U977986	0.97806555
UAEA54F	0.9909991
UA0B97D	0.124229886
U68A81C	0.0043207086
UBE6083	0.060816206
U976BEE	0.9924211
UCC3BE0	0.2648049
U59219A	0.9947507
U66D6FF	0.2027829
U6BC054	0.31216145
U9A82B1	0.97951126
U888C2F	0.14446558
U762C36	0.090528026
UBDA324	0.038099054
UCAAB75	0.9891851
U75718F	0.004001194
U9D00DE	0.029309936
U8A2D9D	0.85419965
UC7A7DB	0.104768336
U5CBD83	0.99559456
U88ECFE	0.07520179
UB9D9DD	0.03607708
U564BF8	0.14339401
UBC1741	0.0923053
U971F58	0.99116427
UBC4A67	0.12743731
UB23930	0.9926561
U7E33BC	0.1734808
UA7CB84	0.99737334
U8F6910	0.027180059
U8A9357	0.09381708
U991EFC	0.95270103
U88E1DA	0.9912258
U7B3F17	0.9512277
UA7AF77	0.013187877
UCE201D	0.07268031
UAB84FF	0.036141288
U58DF62	0.07044309
UA3606C	0.12521307
UAC7C8D	0.9704084
U731DC7	0.96304905
UCEF86E	0.9847786
U6A711F	0.89833355
UCBE94F	0.99783033
U8111C8	0.96269596
UC2509C	0.98783267
U61E531	0.97880095
U92DB08	0.1194911
UA06EF2	0.21498293
UC43CA9	0.9945122
UBF050C	0.9787315
U6D0CDD	0.97517383
UAC5318	0.95795524
U83D0AD	0.051429175
U828FFF	0.99839634
UD27164	0.028940912
U6252D3	0.99712855
U7988E8	0.07665901
UB41E7F	0.1485394
U4DCB33	0.038883924
U833377	0.031961586
U73150F	0.8685062
U812761	0.07034524
UA57AE7	0.9529942
UC0F816	0.98338044
U9588E0	0.9888677
U698DA3	0.078261375
U823C2F	0.09538803
UAD475B	0.039265353
UC25F18	0.031764854
UB932CB	0.98417526
U79C08D	0.951182
U9E1F2B	0.9402144
UA0B09A	0.9790749
U6566C5	0.053506944
U5D5B38	0.9385694
U4B44DD	0.4431633
U6BA59E	0.097206205
UC0FE5C	0.8641434
UB826BE	0.05709701
UCC34F4	0.08415177
U7CD6B8	0.9888786
U6554C9	0.99340373
U748EDF	0.94876736
UCA025B	0.9958418
U668B2E	0.9325904
U9078AC	0.08536064
U91026C	0.07403979
U567ABE	0.97419906
UC38817	0.1368928
U9D90A6	0.2137622
UAE7F05	0.14969717
UA3AEB1	0.9974456
U6A7A92	0.026378557
U607295	0.38784757
U903B08	0.99810046
U692FC0	0.97801745
U6AC9A1	0.15929617
UB06ADE	0.18136841
UAC6549	0.05122146
U7DAE7C	0.11408523
UB41F50	0.929097
U58E201	0.99238527
U98849D	0.04561253
UB170C2	0.954691
U7873A6	0.12604113
U852A65	0.058760174
U6F1697	0.017571146
U8E73BF	0.95778054
UAC85D4	0.04060382
UC40612	0.038601507
U694C2D	0.981459
U737881	0.09826764
UC9DAF1	0.98265046
UA02F93	0.14584859
UC50328	0.1188063
U5930DB	0.024551388
U86CAE0	0.73081964
U6B2387	0.5517299
UA108EA	0.993803
UA151D3	0.96793747
U9942FA	0.18040797
UA3C876	0.003690038
UBD6C0B	0.9302253
UCFB6DD	0.015377719
U7EE84E	0.9590513
UA2C074	0.08436058
U8B2DB3	0.06914332
U6AB1DC	0.61325693
UD1A773	0.7153115
UBDCE83	0.008027353
UAA77B5	0.13645422
U96A665	0.002675519
U5E6002	0.1039208
U654615	0.11281057
UBF78A8	0.98347855
U817717	0.20521817
UBC1895	0.0070820493
U615A44	0.058306295
UA4ABC1	0.98428184
U7DBAA3	0.3073869
UA2ED55	0.99830925
U871E39	0.022720303
UBB86AF	0.5419323
UC72C8A	0.94408715
U823796	0.9906944
U8B76C4	0.98356473
U953753	0.99112916
U70E714	0.04120374
U69FB24	0.17539656
U783B2B	0.99921143
UA7A292	0.22864345
UBCB5FB	0.99669915
U917606	0.9754833
U4ACAEA	0.05599845
UD07ED9	0.06752801
U97B9D6	0.018960932
U718B69	0.01085045
U659F86	0.8815102
U9AB911	0.116455756
U7EF7C5	0.083945975
UAEEF98	0.9721585
UB2BF58	0.12181056
UBE403B	0.99375147
U54CF37	0.099879004
U76F930	0.9565798
U5A17C1	0.9959573
UA7A738	0.016500752
U7B1B1C	0.9754121
UB29B2A	0.020664928
UA507D9	0.05726233
U811C07	0.056066472
U5F5B18	0.09789121
U730124	0.022616105
U67AF30	0.07439095
U83C85A	0.89574337
U6614E2	0.18343258
UB02E7A	0.25125083
U5C6AAC	0.8462773
U712B0D	0.07573811
U83C9CC	0.7775086
U7E9DB5	0.8419269
UBD9936	0.023702323
U8CA973	0.14690493
U7DCB91	0.9926318
UB67D04	0.92934275
U96D1AD	0.047331803
UC05907	0.014258848
UB8DCE5	0.97815174
UA61007	0.40947133
U824501	0.1713343
UBD6D20	0.99184906
UA43473	0.029919745
U616674	0.89358866
U57F57C	0.056220606
UCECE80	0.9964779
U9BC4AE	0.020068252
U6DE071	0.94711673
UA3215C	0.144541
U55ED99	0.94921106
U75E7C3	0.16029856
U812646	0.038044322
UC150C8	0.14633463
UC8897F	0.98333836
U9D5A09	0.99156356
UB75BCF	0.026345965
U7139E8	0.9861615
UD052B3	0.99184436
U9FDEC1	0.020997504
UA7FC66	0.98771405
UA66F58	0.9803813
UAD47EA	0.91116184
UBE40AD	0.90683705
U5D27FC	0.8818456
U76882C	0.71018296
UBBAE69	0.9488825
UB81FE1	0.95589036
U8061CA	0.07982753
UAE944D	0.10099464
UBB2702	0.92960864
UB93AED	0.19887415
UBFCD2B	0.057286456
U8DA902	0.99217916
U9C9BFA	0.9809326
UB20B78	0.27855805
U8EB312	0.97365856
U59234D	0.9699099
U6F702D	0.008419069
U7B496A	0.11177002
UB8DC81	0.94966805
U76A386	0.48346928
U5B7D4B	0.9457416
U97DACE	0.0652879
U9E0A5F	0.9807421
U7F7DE3	0.994406
U5E3EAD	0.06930315
UD09B65	0.7729991
UD0E861	0.50020355
U90DF5E	0.054992154
U5C2654	0.018049063
U5A2D0A	0.0022939981
U7C5673	0.94073707
UB3EAAF	0.982796
UBE198E	0.0076525053
U5FEE92	0.98098993
U9E71CB	0.014885589
UAF67EF	0.08710415
UA797D3	0.99682426
U820F17	0.06628115
U85266E	0.0943547
UC9F035	0.0040274425
U832F30	0.0052535133
U66E4AF	0.067386895
U9AE6C5	0.8893759
U91BBB5	0.9961647
UAB5B67	0.07479718
UB8F0A3	0.024418773
U6CFC36	0.16487937
UB04977	0.97944504
U76B24C	0.013833601
UBCC58E	0.009980643
U86038B	0.98110926
UC69183	0.103170745
UA62DD1	0.88193065
U570EB6	0.01963207
UB3E050	0.029777015
UBF065F	0.50166553
UAA742C	0.10165041
UB15E34	0.012834982
UBDB4DD	0.9836769
U9C52C7	0.07993543
UD1E5D7	0.06259292
U6598EF	0.2626379
U68BAB3	0.9748241
U7458E2	0.09418501
U6E014D	0.09765385
UB7B5AE	0.8330022
U806C03	0.023583725
U70A0A1	0.9738632
UB066DE	0.05533899
UC9CB9F	0.011624581
U9F8EB5	0.1674383
UB577BF	0.098903246
UB5AA31	0.0461649
U943768	0.08123473
UBBBF3A	0.0032035292
UA4FF5C	0.964124
U6979CA	0.99861085
UBC60BA	0.23136772
UB0D80D	0.67646134
U56D835	0.15047161
U92026D	0.05954124
U97E9E0	0.91975987
UB51C05	0.01742143
UC9DDFB	0.055641506
U576571	0.04608145
UB33AB5	0.14138252
UAF7481	0.120972015
UA62E37	0.9956007
U95D171	0.030549912
UCF1478	0.040640082
UB1917D	0.08845796
U63D073	0.7640948
UB04A1F	0.87048346
U93D478	0.13617408
U7A84DA	0.47871232
UAAE2AF	0.03130296
U8D94BE	0.3358958
UB4DC52	0.02916644
U90F180	0.9510424
U914BAE	0.0018611958
UAA7744	0.0050672675
U881F54	0.25967324
UC82BA3	0.110268936
U82A1B4	0.20576786
U6F9886	0.15553467
UC9630B	0.10040434
U98F9BC	0.013525022
UB53962	0.9330118
U8D6918	0.9569883
UAB7AA8	0.7852074
U65364D	0.99666816
UA08260	0.13008478
U6C10CB	0.99785066
U8E5389	0.0339767
UC1F1E4	0.16348648
U6FF5C7	0.022597214
UA9E28F	0.9845079
UA0496A	0.8323321
U7D94FC	0.13626844
UBE142C	0.06881616
U8677A8	0.19165272
U8A3344	0.1580591
UBA037A	0.16631533
U8A7F64	0.056451973
UA93241	0.9897608
U662C38	0.990399
U670FE8	0.99385095
UC65C2D	0.9646805
U8BC29C	0.06419396
U91C3DA	0.14624949
U96B7CC	0.05177428
UB636AA	0.95679605
UB6E12C	0.9902658
U9CFFD7	0.05490676
UBC753C	0.9825668
UAA338B	0.99877363
U9DF6E5	0.03686211
U5DA29D	0.999468
U6C0F71	0.35410514
UCCFE52	0.13527215
UB67DA2	0.96680707
U993542	0.005753508
U5A3255	0.97579056
U71FB2F	0.09625069
U7CC555	0.99684995
U6C6032	0.08118252
UA6F729	0.30654618
UA94A88	0.081468195
UB9983D	0.10337907
UBFD456	0.03572419
UC7E0A6	0.9968182
UC3A540	0.21050705
U652F75	0.022728726
U67DF04	0.9843785
UA59BB2	0.9476717
U5B4F35	0.2058851
U72C11E	0.778336
U96D82E	0.9943785
U995D40	0.0017167617
UCA3EDE	0.048753172
UB66D56	0.895274
UD1F0EA	0.99068236
UCFB972	0.006885424
UCBCC46	0.95495105
U6B963F	0.9690675
U585482	0.79318374
UC12064	0.16379614
UB198D8	0.97768354
UA516AE	0.9783427
U7C3C25	0.9750742
UA61874	0.14522085
U6B66B2	0.95487756
U9269A2	0.07686968
U868966	0.9920041
UC382C1	0.9804119
